basket,n,term_m,prot_bar,coupon,status
SHOP/DASH/HWM/DKNG/ORCL/BKNG,6,36,0.6,15.7,ok
MCD/SHOP/NET/ORCL/MOS/NFLX,6,36,0.6,15.9,ok
MOS/SPOT/FCX/BA/DASH/ABBV,6,24,0.6,18.6,ok
NVDA/UNH/PM/BABA/ADBE,5,84,0.6,5.4,ok
NVDA/UNH/PM/BABA/ADBE,5,84,0.6,6.6,ok
NVDA/UNH/PM/BABA/ADBE,5,84,0.6,5.4,ok
CHTR/SPOT/PEP/SQ/LW/SBUX,6,60,0.6,14.6,ok
NVDA/UNH/PM/BABA/ADBE,5,84,0.6,6.6,ok
WMT/MCD/V/MA/PG,5,24,0.7,12.0,ok
WMT/MCD/V/MA/PG,5,24,0.7,9.7,ok
WMT/MCD/V/MA/PG,5,24,0.7,13.6,ok
WMT/MCD/V/MA/PG,5,25,0.7,12.4,ok
CF/ETHA/CHTR/STLA/LW/MSTR,6,60,0.6,21.2,ok
WMT/MCD/V/MA/PG,5,36,0.7,12.4,ok
WMT/MCD/V/MA/PG,5,36,0.75,11.5,ok
WMT/MCD/V/MA/PG,5,36,0.75,9.3,ok
WMT/MCD/V/MA/PG,5,24,0.75,11.2,ok
CF/ETHA/CHTR/STLA/LW/MSTR,6,60,0.6,26.2,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,13.7,ok
CF/MDB/ALB/SHOP/DDOG/ORCL,6,36,0.6,15.0,ok
UNH/LLY/PM/PEP/ROKU/BABA,6,36,0.6,24.9,ok
UNH/LLY/PM/PEP/ROKU/BABA,6,36,0.7,26.8,ok
UNH/LLY/PM/PEP/ROKU/BABA,6,60,0.6,23.3,ok
UNH/LLY/PM/PEP/ROKU/BABA,6,60,0.6,22.8,ok
CF/ETHA/CHTR/STLA/LW/PDD,6,60,0.6,22.9,ok
CF/ETHA/CHTR/STLA/LW/PDD,6,60,0.6,26.3,ok
CF/SHOP/CHTR/MOS/LW/ZG,6,60,0.6,41.1,ok
CF/SHOP/CHTR/MOS/LW/ZG,6,60,0.6,31.4,ok
ORCL/ADSK/MELI/JNJ/HPQ/CRM,6,84,0.6,15.2,ok
CF/SHOP/CHTR/MOS/LW/ZG,6,60,0.6,41.1,ok
TSM/DVN,2,24,0.76,11.6,ok
CCJ/QCOM,2,24,0.62,20.4,ok
CCJ/QCOM,2,24,0.62,9.3,ok
TSM/DVN,2,24,0.7,15.8,ok
CCJ/QCOM,2,24,0.64,14.2,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,20.5,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,21.8,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,23.7,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,27.9,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,18.7,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,17.6,ok
CF/TEAM/CHTR/MOS/LW/ZG,6,60,0.6,45.6,ok
CF/TEAM/CHTR/MOS/LW/ZG,6,60,0.6,,reject_leverage
ORCL/ADBE/CRM/MOS/SLB/NFLX,6,12,0.6,15.9,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,16.5,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,15.4,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,15.2,ok
ORCL/ADBE/CRM/MOS/UBER/NFLX,6,12,0.6,16.2,ok
V/MA/PG/MCD/WMT,5,24,0.8,12.3,ok
SPOT/T/OKTA/CRM,4,24,0.65,13.4,ok
DVN/BAC/BLDR/ETHA/TLT,5,36,0.7,38.1,ok
NVDA/LLY/PANW/IBM/KO/QCOM,6,60,0.65,12.3,ok
PDD/VZ/PEP/MBLY/TSLA/NFLX,6,60,0.6,19.8,ok
NFLX/T/PEP/UNH/DELL/LLY,6,60,0.7,34.2,ok
NFLX/T/PEP/UNH/DELL/LLY,6,60,0.7,34.6,ok
V/MA/PG/MCD/WMT,5,24,0.8,12.3,ok
NFLX/UNH/AMD/DELL/T/PEP,6,24,0.7,16.3,ok
CF/TEAM/CHTR/MOS/LW/ZG,6,60,0.6,32.7,ok
CF/TEAM/CHTR/MOS/LW/ZG,6,60,0.6,45.6,ok
CF/TEAM/CHTR/MOS/LW/ZG,6,60,0.6,,reject_leverage
T/MOS/PEP/ADBE/TSLA/GOLD,6,60,0.65,11.6,ok
T/MOS/PEP/ADBE/TSLA/GOLD,6,60,0.65,12.0,ok
AMZN/AMD/NFLX/PEP/LLY/T,6,60,0.7,41.6,ok
AMZN/AMD/NFLX/PEP/LLY/T,6,60,0.7,43.9,ok
NFLX/CRWD/DELL/T,4,24,0.65,18.0,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,12.3,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,12.1,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,16.2,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,19.1,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,12.4,ok
MOS/ROKU/QCOM/AMZN/BKNG/BABA,6,60,0.6,39.0,ok
CF/TEAM/CHTR/MOS/LW/ZG,6,36,0.6,36.2,ok
CF/TEAM/CHTR/MOS/LW/ZG,6,36,0.6,45.6,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,60,0.65,4.4,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,60,0.65,,reject_margin
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,15.0,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,14.1,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,13.1,ok
CHTR/NFLX/PEP/BKNG/LW/SBUX,6,60,0.6,14.5,ok
CHTR/NFLX/PEP/BKNG/LW/SBUX,6,60,0.6,13.7,ok
CHTR/NFLX/PEP/BKNG/LW/SBUX,6,60,0.6,12.7,ok
CF/TEAM/CHTR/MOS/LW/MBLY,6,36,0.6,47.0,ok
ORCL/ADBE/CRM/MOS/TEAM,5,12,0.6,20.0,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,60,0.65,5.1,ok
AAL/ORCL/NKE/FCX/MCD/CVX,6,60,0.7,0.1,ok
ORCL/ADBE/CRM/MBLY/TEAM,5,12,0.6,22.4,ok
ORCL/QCOM/CRM/MBLY/TEAM,5,12,0.6,27.4,ok
ORCL/NIO/CRM/MBLY/TEAM,5,12,0.6,28.9,ok
ORCL/NIO/QCOM/MBLY/TEAM,5,12,0.6,32.9,ok
DASH/ADBE/ALGN/FCX/SHOP/ABBV,6,36,0.7,27.1,ok
MCD/SHOP/NET/ORCL/MOS/NFLX,6,36,0.6,15.3,ok
ORCL/ADSK/MELI/JNJ/HPQ/CRM,6,84,0.6,15.1,ok
ORCL/NIO/QCOM/MBLY/TEAM,5,12,0.6,24.1,ok
CF/ETHA/CHTR/STLA/LW/MSTR,6,36,0.6,,reject_leverage
ORCL/NIO/QCOM/MBLY/TEAM,5,12,0.6,33.6,ok
DASH/ADBE/ALGN/FCX/SHOP/ABBV,6,36,0.7,29.4,ok
NVDA/GOOG/TTWO/MSFT/AAPL/TSLA,6,60,0.6,8.5,ok
BABA/BKNG/DT/LI/MOS/ZG,6,36,0.6,42.1,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,60,0.65,10.8,ok
BABA/BKNG/DT/LI/MOS/ZG,6,36,0.6,42.1,ok
AMD/MBLY/MRVL/NIO/ROKU/TEAM,6,36,0.6,22.9,ok
MDB/MRVL/TEAM,3,48,0.65,51.7,ok
MBLY/MDB/MRVL/NIO/ROKU/TEAM,6,36,0.6,23.4,ok
CHTR/LW/MOS/NIO/PDD/XPEV,6,36,0.6,43.3,ok
MDB/NFLX/NIO/PFE/TEAM/UNH,6,60,0.6,,reject_leverage
NVDA/GOOG/TTWO/MSFT/AAPL/TSLA,6,60,0.6,8.6,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,84,0.6,5.3,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,84,0.6,1.5,ok
ORCL/ADSK/MELI/JNJ/HPQ/CRM,6,84,0.6,15.5,ok
ORCL/WDAY/NOW/NICE/TEAM,5,12,0.6,20.0,ok
PG/PM/MSFT/ADBE/PEP/MCD,6,60,0.85,3.8,ok
PG/PM/MSFT/ADBE/PEP/MCD,6,60,0.85,9.9,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,84,0.6,14.5,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,84,0.6,20.0,ok
PG/PM/GILD/MA/PEP/LW,6,24,0.85,,reject_margin
PG/PM/GILD/MA/PEP/LW,6,36,0.85,1.9,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,84,0.6,20.0,ok
ORCL/WDAY/NOW/MBLY/TEAM,5,12,0.6,24.3,ok
BLK/WDAY/NOW/MBLY/TEAM,5,12,0.6,19.9,ok
BLK/WDAY/NOW/MBLY/TEAM,5,12,0.6,20.2,ok
MSFT/PM/GILD/PG/PEP/LW,6,60,0.85,,reject_leverage
ADSK/WDAY/NOW/MBLY/TEAM,5,12,0.6,20.4,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,84,0.6,20.8,ok
ADSK/BLK/NOW/MBLY/TEAM,5,12,0.6,11.7,ok
ADSK/BLK/NOW/MBLY/TEAM,5,12,0.6,19.8,ok
ADSK/BLK/NOW/MBLY/TEAM,5,12,0.6,19.4,ok
ORCL/ADSK/MELI/NFLX/HPQ/CRM,6,84,0.6,21.4,ok
ADSK/BLK/EQT/BURL/TEAM,5,12,0.6,12.7,ok
PG/PM/GILD/MA/PEP/LW,6,60,0.85,1.4,ok
PG/PM/GILD/MA/PEP/LW,6,60,0.9,,reject_leverage
PG/PM/GILD/MA/PEP/LW,6,60,0.85,7.6,ok
TSM/PM/GILD/PG/PEP/LW,6,60,0.8,,reject_leverage
PG/PM/GILD/MA/PEP/LW,6,60,0.8,1.1,ok
PG/PM/GILD/MA/PEP/LW,6,60,0.8,5.7,ok
PG/PM/GILD/V/PEP/LW,6,60,0.7,,reject_leverage
PG/PM/GILD/MA/PEP/LW,6,60,0.7,3.4,ok
MA/PM/GILD/MCD/PEP/LW,6,60,0.7,3.3,ok
CRM/UNH/TSLA/PM/MSTR/AVGO,6,84,0.65,18.2,ok
MA/V/BAC/MCD/PEP/LW,6,60,0.8,,reject_leverage
NVDA/LLY/PANW/IBM/KO/QCOM,6,60,0.65,13.0,ok
NVDA/LLY/PANW/IBM/KO/QCOM,6,60,0.65,13.4,ok
NVDA/LLY/PANW/IBM/KO/QCOM,6,60,0.65,14.2,ok
MA/V/BAC/MCD/KO/LW,6,60,0.75,,reject_leverage
MA/V/BAC/MCD/KO/LW,6,60,0.75,,reject_margin
UNH/LLY/VZ/PEP/ROKU/CCJ,6,60,0.6,12.2,ok
NVDA/LLY/PANW/IBM/KO/QCOM,6,60,0.65,12.3,ok
CF/MDB/ALB/SHOP/DDOG/ORCL,6,36,0.6,15.7,ok
CF/MDB/ALB/SHOP/DDOG/ORCL,6,36,0.6,14.3,ok
CF/MDB/ALB/SHOP/DDOG/ORCL,6,36,0.6,15.2,ok
ROKU/LLY/UNH/PEP,4,60,0.6,14.8,ok
UNH/LLY/VZ/PEP/ROKU/CCJ,6,60,0.6,12.4,ok
ROKU/LLY/UNH/PEP,4,60,0.6,,reject_leverage
CF/MDB/ALB/SHOP/DDOG/ORCL,6,36,0.6,15.9,ok
CF/MDB/ALB/SHOP/DDOG/ORCL,6,36,0.6,15.7,ok
ROKU/LLY/UNH/PEP,4,36,0.6,15.0,ok
ROKU/LLY/UNH/PEP,4,36,0.6,17.5,ok
CF/MDB/ALB/SHOP/DDOG/ORCL,6,36,0.6,15.6,ok
ROKU/LLY/UNH/PEP,4,60,0.6,15.9,ok
ROKU/LLY/UNH/PEP,4,60,0.6,,reject_leverage
TEAM/NVDA/AVGO/TSM/ADBE,5,60,0.6,12.8,ok
CRM/UNH/TSLA/PM/MSTR/AVGO,6,60,0.6,10.4,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.55,27.3,ok
CRM/UNH/TSLA/PM/MSTR/AVGO,6,84,0.6,14.8,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.55,27.6,ok
BABA/UNH/TSLA/PM/MSTR/AVGO,6,84,0.6,12.6,ok
BABA/UNH/TSLA/PM/MSTR/AVGO,6,84,0.6,11.2,ok
CF/ETHA/CHTR/STLA/LW/MSTR,6,60,0.6,24.1,ok
CF/ETHA/CHTR/STLA/LW/MSTR,6,60,0.6,26.9,ok
GOOG/IBIT/NVDA/MSFT/ORCL/TSLA,6,60,0.65,11.3,ok
GOOG/IBIT/NVDA/MSFT/ORCL/TSLA,6,60,0.65,5.7,ok
SPG/DAL/GOOG/EWY/PEP/CCJ,6,60,0.7,6.1,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.55,12.1,ok
SPG/DAL/GOOG/EWY/PEP/CCJ,6,60,0.7,3.9,ok
AMZN/CRM/T/PM/PEP/LLY,6,60,0.65,17.7,ok
T/MSFT/GOOG/AMZN/TEAM/CRM,6,60,0.65,17.1,ok
PM/DELL/CRM/LLY/ORCL/UNH,6,36,0.7,12.8,ok
BABA/KO/TSLA/MSFT/MSTR/AVGO,6,84,0.6,9.6,ok
BABA/KO/TSLA/PM/MSTR/AVGO,6,84,0.6,10.7,ok
SPG/DAL/GOOG/EMR/PEP/CCJ,6,60,0.7,3.7,ok
SPG/DAL/GOOG/EMR/PEP/CCJ,6,60,0.7,4.2,ok
